BEAM - szerokość całkowita,DWT - nośność statku,GT - pojemność statku brutto,LOA - długość statku,Nazwa statku,NT - pojemność statku netto,Maksymalne zanurzenie letnie,Numer IMO,Numer MMSI,Sygnał wywoławczy,Typ statku
13.43,5134,3500,99.48,LUNAMAR,1382,6.16,9551662,255805988,CQIK8,General Cargo Ship
13.43,5233,3500,99.48,ROCAMAR,1500,6.16,9552056,253383000,LXRQ,General Cargo Ship
15.2,4527,3183,89.94,KAISA,1765,5.25,9333462,249399000,9HRF9,General Cargo Ship
44.04,109999,65145,250,DF MONTMARTRE,34177,14.54,9941714,636021310,5LDI3,Crude/Oil Products Tanker
14.4,5750,3870,106.12,AMBER SKY,2132,6.14,9312688,255806387,CQEH8,General Cargo Ship
48.8,113306,63555,249.89,PACIFIC CORAL,35973,15.22,9893113,538009206,V7A4448,Crude/Oil Products Tanker
32.22,47499,29991,183.07,STI MAVERICK,12836,12.81,9833589,538010470,V7A6084,Chemical/Products Tanker
14.5,6050,4255,114.4,NM COPENHAGEN,2341,6.04,9534274,305541000,V2ES8,General Cargo Ship
16,5733,3561,99.98,COBALTWATER,1712,7,9366744,246545000,PHGO,Chemical/Products Tanker
10.5,104,325,27.05,FAIRPLAY-37,97,,9952995,261002431,SNOG,Tug
13.3,4228,2891,89.25,LAFJELL,1613,6.12,9213997,257708000,LAMD8,General Cargo Ship
12.36,3186,1999,81.2,RIX EIRA,1152,5.2,9057226,636024042,5LQR8,General Cargo Ship
14,6665,3990,110.78,CATHMA,2208,6.51,9357482,246522000,PDVP,General Cargo Ship
12.8,5241,2997,99.9,KASSEL,1741,6.35,9191266,374525000,3FCB5,General Cargo Ship
58.8,191688,210890,399.87,OOCL GERMANY,65151,16,9776183,477035800,VRQS3,Container Ship (Fully Cellular)
18.2,8512,5581,108.2,AK AMBITION,2849,4.7,9306421,,,General Cargo Ship
48.32,157407,80779,277.36,NORDIC TELLUS,51026,17.22,9818230,319131300,ZGGV5,Crude Oil Tanker
14,6000,3990,110.78,DOGGERSBANK,2208,6.25,9341768,246555000,PHHC,General Cargo Ship
22.9,19306,15549,166.15,LISA,6089,9.8,9467146,255805785,CQDI,General Cargo Ship
14,5750,3870,106.12,AMBER SKY,2132,6.14,9312688,255806387,CQEH8,General Cargo Ship
13.7,4624,2956,89.5,CELEBRITY,1558,6,9368405,235106484,2HTI9,General Cargo Ship
43.83,115655,61618,248.96,AMAX ARROW,35495,14.93,9419448,538006202,V7KZ7,Crude Oil Tanker
12.4,3614,2451,88.3,ABERDEEN,1325,5.13,9313723,253612000,LXCQ,General Cargo Ship
20,16861,9999,149.5,ARKLOW WAVE,5155,8.59,9818931,250005382,EIUQ9,General Cargo Ship
17,4394,3595,102,CAROLINE A,1466,5.66,9570565,247353200,IBGF,Chemical/Products Tanker
13.66,4257,2827,88.2,JOMI,1596,5.8,9038397,309701000,C6VK4,General Cargo Ship
23.03,16979,12164,144.05,FURE SKAGEN,5492,9.02,9362152,231875000,OZ2210,Chemical/Products Tanker
27.43,24973,18189,161.36,BBC FINLAND,8431,9.8,9593684,305623000,V2HK7,General Cargo Ship
42,105365,55909,229,SAKURA PRINCESS,29810,,9358541,636015526,D5BI8,Crude Oil Tanker
25.43,19366,17634,168.6,POTTERSGRACHT,6617,9.5,9424560,246671000,PDVT,General Cargo Ship
23.03,16979,12164,144.05,FURE SKAGEN,5492,9.02,9362152,231875000,OZ2210,Chemical/Products Tanker
48.98,158468,85445,273.85,EVA MAERSK,52269,17.32,9682992,219312000,OYQI2,Crude Oil Tanker
30,35000,24185,176.71,BEN 1,11553,10.1,9703813,256868000,9HA6008,Bulk Carrier
13.17,4211,2844,89.73,C. EPSILON,1568,5.68,9130212, 667002592, 9LS2295,General Cargo Ship
11.4,2981,2061,88.49,PRIDE,1161,4.94,9252931,236166000,ZDFD7,General Cargo Ship
24,10168,4598,112.1,VISTA,1379,5.59,8884244,209000000,,"General Cargo Barge, non propelled"
5.95,69.95,,20.74,ŻUBR W-15,,0.75,,,,
16.53,7300,5574,118,MORAIME,2728,6.7,9423853,255804480,CQSB,General Cargo Ship
36,85505,48785,228.9,SEACON HAMBURG,27811,14,9936276,563188800,9V8862,Bulk Carrier
32.24,50215,29681,183.06,YASA SWAN,13779,13.32,9857248,538008271,V7A2172,Chemical/Products Tanker
13.7,4624,2956,89.5,CELEBRITY,1558,6,9368405,235106484,2HTI9,General Cargo Ship
30.05,36009,23426,180,ORIENT TIDE,12146,10.2,9467550,538008247,V7A2139,Bulk Carrier
59,213971,194849,399,MAYVIEW MAERSK,89317,17,9619995,219578000,OWJN2,Container Ship (Fully Cellular)
10.5,,430,33,Mars,129,5.3,9222417,276421000,ESPS,Tug
8.9,543,,51.5,LOBELIA,,3.6,,,,
25.72,18148,14784,156.93,HAPPY DIAMOND,6070,10.35,9551947,246663000,PBXK,General Cargo Ship
15.43,7120,4871,118.55,KRISTELLA,2600,6.69,9187928,304159000,V2QX3,General Cargo Ship
44,112002.7,60435,237,EBN HAWKEL,33212,15.058,9874507,215919000,9HA5371,Crude Oil Tanker
26.08,25532,19955,160.01,VIIKKI,7658,10,9797620,230670000,OJSD,General Cargo Ship
14.5,6089,3782,100.85,AMBER SPIRIT,2129,6.85,9142643,305391000,V2QQ3,General Cargo Ship
11.33,1795,1441,80.96,AMANDA,459,1.28,8104565,219002392,OURV2,General Cargo Ship
32.31,81625,44450,228.9,CHLOE,27329,14.45,9749910,538006906,V7OI7,Bulk Carrier
43.82,109325,67188,248.56,PEARY SPIRIT,29517,15.02,9466130,311027600,C6YM3,Shuttle Tanker
14.4,5750,3870,106.12,AMBER SKY,2132,6.14,9312688,255806387,CQEH8,General Cargo Ship
12.69,3850,2545,88.6,BIRGIT G.,1460,5.41,9536064,305502000,V2QD5,General Cargo Ship
15.9,8832,6235,133.41,DINTELBORG,3340,7.1,9163685,245279000,PEAA,General Cargo Ship
30.04,34382,21521,179.9,AFRICAN OWL,11282,9.8,9701255,311000442,C6CD6,Bulk Carrier
19.04,10883,5680,101.1,JURA,3667,7.49,9052824,,XP3161,"General Cargo Barge, non propelled"
15.43,7120,4871,118.55,KRISTELLA,2600,6.69,9187928,304159000,V2QX3,General Cargo Ship
32.3,56735,32975,189.99,YI CHUN 15,19142,12.8,9631474,477098100,VRKL5,Bulk Carrier
32.26,57887.54,33737,189.99,SLNC SEVERN,,13.59,9629988,,,Bulk Carrier
22,5300,5448,93.45,CABLE VIGILANCE,2069,6.5,9329930,228416900,FMQW,Platform Supply Ship
18.2,8139,5744,115.26,Sigrid Theresa,2551,7.46,9392183,,OZNA2,Chemical/Products Tanker
45.04,181160,92732,291.98,BERGE MAWSON,60504,18.24,9738868,232016910,MDNH4,Bulk Carrier
18.63,2078,4809,85.35,STRIL SERVER,1443,4.76,9665047,258873000,LARP7,Offshore Support Vessel
,,,,TRD-VOYAGER,,,,,,
42.03,106324,57164,228.6,ALFA ALANDIA,31628,14.9,9752797,311000534,C6CP3,Crude Oil Tanker
13.17,4956,2997,94.96,ELENA L,1707,6.2,9195901,212702000,5BPL4,General Cargo Ship
27.24,28396,17025,169.37,NIMERTIS,10108,9.82,9650999,636015990,D5DW6,Bulk Carrier
32.2,49680,29460,183,SILVER HAGUE,29460,13.26,9683386,371782000,3FPW8,Chemical/Products Tanker
13.6,4935,2858,89.75,FRI KARMSUND,1546,6.36,9211066,210852000,5BBW4,General Cargo Ship
12.64,3171,2316,89.98,ANOUK,1295,4.65,9196266,218856000,DGME,General Cargo Ship
25.3,23660,18321,185.4,SUOMIGRACHT,7647,10.59,9288057,246100000,PHBT,General Cargo Ship
43,114168,63864,250,EVRYDIKI,35665,15,9448023,636017720,D5MK6,Bulk Carrier
20,,,60.34,CONRAD II,,1,,,,
23.5,5255,,85.5,,,,,,,"Accommodation Pontoon, non-propelled"
54,194752,177381,397.87,CMA CGM GEORG FORSTER,106359,16.48,9702144,215221000,9HA5019,Container Ship (Fully Cellular)
14.5,7500,5044,125.79,OSTBENSE,2718,6.5,9566784,305631000,V2FC5,General Cargo Ship
12.4,3594,2451,88.3,WILSON AVONMOUTH,1325,5.14,9313747,314604000,8PBH4,General Cargo Ship
20.63,11581,9074,148.5,ACONCAGUA BAY,5844,9.42,9019652,636013146,A8KY9,Refrigerated Cargo Ship
13.03,4439,2997,99.9,RIX LAGOON,1741,5.68,9192624,210046000,5BTE5,General Cargo Ship
24.8,6535.93,2682,79.5,TRD HORIZON,,,,,-,
13.6,4161,2863,89.72,AAVA VG,1527,5.71,9179361,212308000,5BDM4,General Cargo Ship
15,5443,4106,106.86,KESSU,1851,5.25,9519808,304047000,V2HS7,General Cargo Ship
22,9609,8879,142,TAGANROGSKIY ZALIV ,,8.27,9152181,353946000,3EYS5,Refrigerated Cargo Ship
32.3,56835,32987,189.99,TANZANITE,19231,12.8,9456147,,,Bulk Carrier
14,6000,3990,110.78,NORDFJORD,2214,6.09,9341732,246512000,PHFB,General Cargo Ship
44.03,116619,64089,249.9,CATALAN SEA,35252,15.12,9577044,636016699,D5HI7,Crude Oil Tanker
13,3801,2589,89.86,MARTEN,0,5.65,9617337,212376000,5BNU3,General Cargo Ship
16.85,6191,5261,115.46,KAMILLA,2382,5.7,,305108000,V2CU2,
13.6,4105,2820,89.72,KARION,1548,5.68,9155884,305476000,V2EM3,General Cargo Ship
42.03,105638,57174,228.6,GAMSUNORO,31060,14.8,9677313,525008093,YDPV,Crude Oil Tanker
13.5,3542,2222,88.53,VARKAN EGE,1064,5.54,9433092,271002541,TCSZ3,Chemical/Products Tanker
13.66,4515,2901,88.2,RIX FLEVO,1533,6.11,9139335,212853000,5BRT4,General Cargo Ship
43.84,115551,61580,248.97,ALICANTE,35877,15.02,9527855,538010257,V7A5815,Crude Oil Tanker
32.31,63910,35529,199.9,EMERALD JINTANG,21434,13.5,9991525,636022433,5LIT7,Bulk Carrier
14.5,6050,4255,114.4,LONGVIND,2341,6.04,9547336,246668000,PBXX,General Cargo Ship
32.29,61236,34511,199.9,MH ARPEGGIO,20176,13.03,9916965,563150500,9V7869,Bulk Carrier
28.64,33171,21487,177,GEM STAR,10828,10.03,9496173,372371000,3FVA8,General Cargo Ship (Open Hatch)
25,10315,7139,132.39,SPARTA,4078,8.5,9524803,,5LLY8,Bulk Carrier
10.55,1252,1064,68.36,MISTRAL,503,4.5,6617855,304010366,V2HO,General Cargo Ship
13.6,4105,2820,89.72,KARION,1548,5.68,9155884,305476000,V2EM3,General Cargo Ship
44,114723,63479,249.9,SEA PANTHER,35025,14.03,9802164,241618000,SVDA7,Crude Oil Tanker
48.04,159924.6,83616,274,MELOGY,48679,17.021,9247376,574004940,XVHS7,Crude Oil Tanker
15,2697,5078,120,ARKLOW ARTIST,2704,7.19,9851983,250006306,EIYI6,General Cargo Ship
23.5,5255,,85.5,EMS PONTON 10,,,,,,"Accommodation Pontoon, non-propelled"
9.94,100,408,36.02,RADUGA LYON,122,4.6,8518168,210149000,5BRZ5,Tug
59,213971,194849,399.2,MADISON MAERSK,89317,17,9619945,219018864,OWJG2,Container Ship (Fully Cellular)
46.036,123602,85504,277.548,FRIDA KNUTSEN,33032,14.9,9905916,257956000,LAOL8,Shuttle Tanker
48.07,146356,77636,274.2,SUEZ ICE SUPREME,46181,16,9296418,636022121,5LHH2,Crude Oil Tanker
14.99,8543,5078,120.45,ARKLOW ARTIST,2704,7.186,9851983,250006306,EIYI6,General Cargo Ship
12.9,3720,2446,87.9,WILSON BORG,1369,5.49,9106924,314545000,8PBB2,General Cargo Ship
44,112961,62789,249.96,GHIBLI,34934,14.819,9417799,636014069,A8RC7,Crude/Oil Products Tanker
28.89,4465,47878,228.3,VIKING NEPTUNE,18871,6.65,9845910,257850000,LAOZ8,Passenger/Cruise
44,114723,63479,249.9,SEA PANTHER,35025,14.03,9802164,241618000,SVDA7,Crude Oil Tanker
18.5,8057,5604,108.17,AK GLORIOUS,2877,7.06,9362657,,,General Cargo Ship
21,15690,7543,110.4,DELTA I,4753,9.36,9043378,,OU6342,
26.8,17892,17488,168.11,OOCL RAUMA,8125,9.61,9462794,246650000,PBWS,Container Ship (Fully Cellular)
23.51,14483,11550,157.69,KILIA,5839,8.6,9412517,255806313,CQAY7,Container Ship (Fully Cellular)
17.12,6414,4670,118,DUTCH AQUAMARINE,1679,6.45,9191656,246271000,PCHS,Chemical/Products Tanker
12.71,3189,2271,89.95,NEULAND,1290,4.65,9117959,218492000,DFWF,General Cargo Ship
29.8,39101,23268,179.97,CS JADEN,12134,10.5,9660061,,C6AS4,Bulk Carrier
38,92842,51239,229.2,W-STAR,31173,14.9,9476678,,A8UX7,Bulk Carrier
13.35,6458,3442,99.99,BALTIC CRYSTAL,1919,7,9963487,231873000,OZ2211,General Cargo Ship
12.71,3189,2271,89.95,NEULAND,1290,4.65,9117959,218492000,DFWF,General Cargo Ship
15.45,5000,3483,89.95,MISJE FLORA,1777,6.55,9950698,,LAQV8,General Cargo Ship
12.52,3836,2545,88.6,RIX DELTA,1460,5.42,9195767,636023222,5LMQ5,General Cargo Ship
48.038,158005,81209,274.1,KRITI KING,51043,17.17,9887255,636020097,D5XQ5,Crude Oil Tanker
30,33788,23322,181.1,SAINT DIMITRIOS,11202,9.93,9486398,538004456,V7XD9,Bulk Carrier
18.2,9270,6668,106.98,FROLAND,3625,8,9505584,305714000,V2QM8,General Cargo Ship
10,2130,1352,69,KARINA DANICA,783,,8903014,219185000,OVOB2,General Cargo Ship
18.83,4965,3259,101.8,AURA,978,4.9,9395276,230601000,OJMS,Heavy Load Carrier
14,4570,2997,89.92,KAREN,1621,5.81,9487603,304108000,V2RB6,General Cargo Ship
29.6,31032,32245,204.29,Cma Cgm Ermitage,9673,10.019,9961296,,9ha5978,
14,6000,3990,110.78,NORDFJORD,2214,6.09,9341732,246512000,PHFB,General Cargo Ship
23.4,12848,10318,151.72,NORDICA,5391,8,9483695,244201000,PCSK,Container Ship (Fully Cellular)
13.4,3714,2768,89.1,HAAFJELL,1629,5.65,9148207,257076220,LAHX8,General Cargo Ship
43.84,115814,61473,248.96,AEGEAN NOBILITY,35396,14.93,9345441,240657000,SXZB,Crude Oil Tanker
23.8,3460,22496,175.49,DEUTSCHLAND,8402,5.79,9141807,311000410,C6BZ6,Passenger/Cruise
14,4570,2997,89.92,KAREN,1621,5.81,9487603,304108000,V2RB6,General Cargo Ship
18.85,9120,7887,132.8,ECO TROPHY ,3378,7,9938688,,CQ2058,General Cargo Ship
11.45,2570,1767,87.5,AMADEUS SILVER,927,4.15,9374909,244780569,PBCM,General Cargo Ship
23.3,18818,12008,148.1,BARBARICA,5718,8.9,9383443,247224200,ICCG,Chemical/Products Tanker
9,45,151,26.9,NJORD ZENITH,0,,9828601,232013230,MCJZ3,Crew/Supply Vessel
12.9,3690,2452,87.83,WILSON DROGHEDA,1369,5.49,9390123,314633000,8PBK8,General Cargo Ship
42,108414,59315,247,DUGI OTOK,34574,15.02,9334727,238250000,9AA6079,Crude Oil Tanker
49,157610,80838,274.3,POPPY S,50953,17.22,9817494,636022411,LAEC8,Crude/Oil Products Tanker
61.3,215000,237000,399.99,OOCL SWEDEN,71000,16.5,9922536,,VRVX3,Container Ship (Fully Cellular)
16,5535,3796,101,RIGHT STEP,2075,,9128013,312451000,V3VW3,General Cargo Ship
49,157610,80838,274.3,POPPY S,50953,17.22,9817494,636022411,LAEC8,Crude/Oil Products Tanker
32.26,,34349,196,DK IONE ,19968,13.02,9528158,353245000,3ETX,Bulk Carrier
12.5,3650,2528,89.99,OHIOBORG,1053,5.3,9423657,245176000,PHOL,General Cargo Ship
48.04,156902,82043,274.5,NANTUCKET,51069,17,9600865,636021793,5LFS2,Crude Oil Tanker
23.05,12325,11503,148,BBC ARKHANGELSK,4474,,9736212,304888000,V2HG5,General Cargo Ship
48.04,158465,81341,274.39,SEAWAYS PECOS,51270,17,9594743,538004032,V7UU5,Crude Oil Tanker
59,190326,214286,399,MUMBAI MAERSK,88997,16.5,9780471,219039000,OWNQ2,Container Ship (Fully Cellular)
0,299407,156186,336,EAGLE VENTURA,106244,21.72,9933614,563207800,9V8117,Crude Oil Tanker
21.7,14889,9490,143.41,SEVKETTIN SONAY,4640,9,9334313,353280000,3FRL8,General Cargo Ship
12.8,3736,2446,87.9,HAV PIKE,957,5.5,9106912,304036000,V2QP6,General Cargo Ship
12.69,3799,2549,88.6,ARISTONA,1460,5.42,9536052,255801770,CQOA,General Cargo Ship
23.05,12234,11494,147,KEITH,4387,8.1,9736195,304343000,V2HD5,General Cargo Ship
34.44,5120,58119,236.71,SPIRIT OF DISCOVERY,23503,7.6,9802683,232021171,MEYE7,Passenger/Cruise
61.3,224969,235341,399.99,OOCL SPAIN,70978,16.5,9908126,477871600,VRVC6,Container Ship (Fully Cellular)
9.56,78,274,33.93,LEVENSAU,82,2.69,6923888,211366340,DPUQ,Tug
32.23,49999,29671,183.07,ENDEAVOUR II,13815,13.26,9835056,563089900,9V6169,Chemical/Products Tanker
11,2644,1898,88,RMS RATINGEN,997,4.06,9249831,636093015,5LBB4,General Cargo Ship
12.3,3697,2450,87.95,PRIMA QUEEN,1293,5.6,9194282,230673000,OJSH,General Cargo Ship
12.8,3671,2452,87.9,WILSON DRAMMEN,1369,5.59,9390094,314620000,8PBJ4,General Cargo Ship
51.06,170367,155492,365.987,MSC VICTORINE,75496,17,9946867,,,Container Ship (Fully Cellular)
12.27,2490,1627,85.26,ANGON,741,5.31,9131199,,SNAN,Products Tanker
24.63,21353,16690,159.22,KALLIO,6548,9.4,9319064,230645000,OJQJ,General Cargo Ship
12.16,3002,1978,79.98,BALTIC EXPRESS,1146,4,9243851,341412000,V4QI4,General Cargo Ship
14.95,6358,4503,111.75,KAILEEN,2526,6.86,9229049,305922000,V2QW4,General Cargo Ship
35.32,39964,34882,200.04,VENTA MAERSK,18522,11.02,9775763,219115000,OWHH2,Container Ship (Fully Cellular)
28.89,4826,47842,228.3,VIKING SKY,18858,6.67,9650420,259186000,LAYU7,Passenger/Cruise
,,,,TRD VOYAGER,,,,,,
19.04,10883,5680,101.1,JURA,3667,7.5,9052824,,XP3161,"General Cargo Barge, non propelled"
12.27,2490,1627,85.26,ANGON,741,5.31,9131199,,SNAN,Products Tanker
16.5,4000,3493,97.23,JOAN,1048,5.41,9448877,205771000,ONJY,LPG Tanker
53.6,186864,176546,396,CMA CGM ALEXANDER VON HUMBOLDT,101053,16,9454448,,9HA5017,Container Ship (Fully Cellular)
18.6,10975,7008,132.6,BALAT,4161,9.5,9383730,,HPUW,General Cargo Ship
31,35896.5,23460,179.959,NAVI VEGA,,10.5,9481099,636016478,D5GJ5,Bulk Carrier
12.89,3712,2446,87.9,WILSON BREST,1369,5.5,9126900,314547000,8PBB4,General Cargo Ship
30,37983,23741,181,GANT YRIA,13302,10.62,9723954,,5LNI6,Bulk Carrier
22.94,17916,12091,145.06,SONGA ORION,4873,8.92,9831024,255915649,CQ2107,Chemical/Products Tanker
21.75,13174,9902,155.15,CONTAINERSHIPS VIII,4790,8.94,9336244,211845000,DDAF2,Container Ship (Fully Cellular)
22.83,12207,11615,147,AMY,4396,8.18,1034319,255915975,CQ2433,General Cargo Ship
48,,,274.397,ORIENT M,,17.169,9907225,563144400,9V7415,Crude Oil Tanker
32.2,49.999,30638,195,VELEBIT,14202,12.067,9455741,238295000,9AA7659,Chemical/Products Tanker
12.8,3690,2452,87.83,WILSON DROGHEDA,1369,5.6,9390123,314633000,8PBK8,General Cargo Ship
26.8,17892,17488,168.11,OOCL RAUMA,8125,9.61,9462794,246650000,PBWS,Container Ship (Fully Cellular)
12.5,3110,2280,82.5,BALTIC MERCHANT,1244,5.02,9138202,275516000,YLRG,General Cargo Ship
13.43,5235,3500,99.39,ACEROMAR,1382,6.15,9552082,253371000,LXRV,General Cargo Ship
12.5,3400,2218,84.99,FRI TIDE,1178,6.5,9195676,309186000,C6VW4,General Cargo Ship
11.1,2503,1682,81.86,VALDAY,957,4.45,9142576,305094000,V2CS5,General Cargo Ship
12.69,3850,2549,88.6,HEENVLIET,1460,5.42,9536076,245513000,PBFT,General Cargo Ship
23.04,21600,13693,161.08,DATTILO M,6655,9.6,9333474,247156500,IBXJ,Chemical/Products Tanker
12.9,3689,2452,87.85,WILSON DURNESS,1369,5.59,9390135,314632000,8PBK7,General Cargo Ship
23.82,1123,9923,126,WORLD NAVIGATOR,2978,4,9871531,255806207,CQAL5,Passenger/Cruise
25.3,22749,16803,183.98,SAGAMORE,8648,9.85,9322009,368160000,WMOJ,Container Ship (Fully Cellular)
28,12975,15026,161,SVENJA,4507,,9458901,211577000,DIJA2,Heavy Load Carrier
9.5,305,294,31.1,HUNTER,89,3.51,9468372,219339000,OZLM2,Tug
20,8034,7252,119.8,INDUSTRIAL CHALLENGER,2982,7.7,9213935,305146000,V2HI2,General Cargo Ship
26.24,33169,20312,175.6,FITNES,7085,10.81,9490105,305530000,V2ER8,"Bulk Carrier, Self-discharging"
12,343,499,40,RADUGA ALTAIR,149,4,9338773,210561000,5BDQ6,Tug
54,194756,177381,397.81,Cma Cgm Bougainville,10659,16.48,9702156,,9HA5334,Container Ship (Fully Cellular)
32.3,76079,41254,225,AM ANNABA,25658,14.25,9669330,538005216,V7BY3,Bulk Carrier
43,109999,62734,255.9,STI Jermyn,33503,14.593,9722596,538006357,V7MH8,Crude/Oil Products Tanker
12.9,3812,2589,89.88,BREMEN,1386,5.65,9617301,210041000,5BLX3,General Cargo Ship
21,12306,9983,140.67,ELBSUN,5198,8.7,9429261,255806370,CQEF7,Container Ship (Fully Cellular)
14.54,4267,2995,88.5,WILSON FLEX I,1563,5.7,9911434,,CQEZ6,General Cargo Ship
18.2,8057,5604,108.2,AK GLORIOUS,2877,7.06,9362657,314793000,8PSO4,General Cargo Ship
0,191640,210890,399.87,OOCL JAPAN,65151,16,9776195,477100400,VRQX5,Container Ship (Fully Cellular)
44.03,114575,64461,249.9,RAN DF,0,15.2,9953470,241869000,SVDU7,Crude Oil Tanker
18.99,4400,1546,72.3,EMS PONTON 7,,,,,,Pontoon (Function Unknown)
11,,274,35,Leopard,82,3.91,6819697,576909000,YJRA7,Tug
23.2,15170,11550,147.6,KILIA,5839,8.6,9412517,255806313,CQAY7,Container Ship (Fully Cellular)
13.6,4135,2774,89.72,AURELIE,1548,5.71,9163647,230039000,OJTD,General Cargo Ship
44.03,109999,66970,249.94,PROTEUS BOHEMIA,33310,14.51,9923437,563173900,9V8212,Crude/Oil Products Tanker
59,214121,194849,399,MOGENS MAERSK,89317,17,9632090,220010000,OWSC2,Container Ship (Fully Cellular)
32.26,82597,43672,228.99,PRESTIGE DIVA,27738,20,9922287,352001037,3E2093,Bulk Carrier
20,8034,7252,119.8,INDUSTRIAL CHALLENGER,2982,7.7,9213935,,V2HI2,General Cargo Ship
15.43,8370,4996,118.55,KETHI,2597,7.05,9263552,215540000,9HA5167,General Cargo Ship
29.6,28000,24000,204.2,CMA CGM TIVOLI,9000,,9961312,256883000,9HA6016,Container Ship (Fully Cellular)
23.04,16631,12105,144.18,BRO NUUK,5056,8.4,9323819,220502000,OXHP2,Chemical/Products Tanker
15.2,5345,3610,100.71,LUCA,1783,6.01,9286712,304408000,V2QX7,General Cargo Ship
29.6,30901,28468,204.2,CMA CGM ERMITAGE,9000,10.02,9961295,256800000,9HA5978,Container Ship (Fully Cellular)
14.5,6050,4255,114.4,AMBER STAR,2341,6.04,9534286,305641000,V2FD5,General Cargo Ship
25.23,20499,14841,155.4,ALPPILA,6420,9.4,9381706,230613000,OJOF,Bulk Carrier
29.6,9314,42705,200.2,SKANE,21731,6.5,9133915,265463000,SIEB,Passenger/Ro-Ro Ship (Vehicles/Rail)
23.5,11521,19887,170.4,SCA ORTVIKEN,5966,6.7,9087374,265412000,SECN,Ro-Ro Cargo Ship
58.8,191570,210890,399.87,OOCL UNITED KINGDOM,65151,16,9776200,477103800,VRQZ8,Container Ship (Fully Cellular)
15.02,5085,2999,87.4,ARKLOW CAPE,1692,6.26,9757096,250004214,EISA9,General Cargo Ship
15,5085,2999,87,ARKLOW CADET,1692,,9757084,250004022,EIRP3,General Cargo Ship
15.87,9850,6361,132.23,VICTORIABORG,3099,7.765,9234276,246029000,PBDS,General Cargo Ship
15.43,7953,5040,119.98,KAROLIINA,2681,7.05,9381380,305201000,V2QZ6,General Cargo Ship
32.3,63125,35812,199.99,CL FUZHOU HE,21176,13.3,9890630,,,Bulk Carrier
14.4,4850,2999,89.95,RIX BALTIC,1671,6.32,9250414,,5BJG6,General Cargo Ship
32.2,65742,52726,294.05,GSL TINOS,32613,13.62,9437050,,5LBR6,Container Ship (Fully Cellular)
50.04,163250,85421,274,ALASKA,53684,17.02,9302607,538008784,V7A2756,Crude Oil Tanker
61.3,224911,235341,399.99,OOCL SWEDEN,70978,16.5,9922603,477949300,VRWA7,Container Ship (Fully Cellular)
15.29,5487,4102,106.77,KARITA,1851,5.25,9436783,229137000,9HA5452,General Cargo Ship
12.4,2620,2069,80.1,WILSON LOVIISA,1141,4.47,9213600,314608000,8PBH8,General Cargo Ship
61.3,224915,235341,399.99,OOCL ABU DHABI,70978,16.34,9922524,477929200,VRVW8,Container Ship (Fully Cellular)
15.43,7953,5040,119.98,KAROLIINA,2681,7.05,9381380,305201000,V2QZ6,General Cargo Ship
22.5,11150,9981,134.44,BEATE,6006,8.71,9333345,218816000,DFGL2,Container Ship (Fully Cellular)
12.8,3689,2452,87.9,WILSON DURNESS,1369,5.606,9390135,314632000,8PBK7,General Cargo Ship
15.44,4800,3610,100.71,KERTU,1783,5.88,9344368,256956000,9HA4046,General Cargo Ship
23.25,,9940,147.87,MSC ABIGAIL F,,8.506,9330226,,D5EU5,Container Ship (Fully Cellular)
43.83,113416,62150,249.84,EAGLE BRASILIA,35438,15.1,9795062,563074600,9V5383,Crude Oil Tanker
13,4105,2820,89.72,KARION,1548,5.68,9155884,305476000,V2EM3,General Cargo Ship
43.83,113416,62150,249.84,EAGLE BRASILIA,35438,15.1,9795062,563074600,9V5383,Crude Oil Tanker
16,5535,3796,101,RIGHT STEP,2075,5.5,9128013,312451000,V3VW3,General Cargo Ship
16,5535,3796,101,RIGHT STEP,2075,,9128013,312451000,V3VW3,General Cargo Ship
12.5,3400,2548,89,PRIMA LADY,1282,5.41,9195652,230693000,OJTT,General Cargo Ship
42.03,106282,57312,228.6,ESTRELLA,31670,14.8,9696761,311000277,C6BJ2,Crude Oil Tanker
22.8,17994,12770,149.9,RAMELIA,5838,9.36,9818280,265013000,SGWI,Chemical/Products Tanker
11.46,2499,1864,82.38,ERNST HAGEDORN,938,4.8,9137301,218030270,DFUH,General Cargo Ship
13.6,4156,2853,89.8,LOTTALAND,1527,5.71,9155975,275504000,YLPO,General Cargo Ship
23.73,19999,13769,155.47,EVINCO,6521,9.78,9308546,266201000,SFZX,Chemical/Products Tanker
44.04,115091,63448,253.5,PENELOP,34837,14.8,9325908,309924000,C6VD8,Crude Oil Tanker
43.84,116014,61668,248.97,ADVANTAGE ATOM,35873,15,9472622,538006198,V7KZ3,Crude Oil Tanker
15.29,5487,4102,106.77,KARITA,1851,5.25,9436783,229137000,9HA5452,General Cargo Ship
44.03,116619,64089,249.9,CATALAN SEA,35252,15.12,9577044,636016699,D5HI7,Crude Oil Tanker
46.04,123602,85504,277.55,SINDRE KNUTSEN,33032,14.9,9905928,257960000,LAOM8,Shuttle Tanker
12.8,4200,2997,99.9,RIX MUNTE,1741,5.67,9191254,,CQAA5,General Cargo Ship
23.04,16613,11943,144.1,STEN MOSTER,5141,8.9,9341184,257840000,LAOW8,Chemical/Products Tanker
48.04,158493,81341,274.39,SEAWAYS SABINE,51270,17,9594755,538004033,V7UU6,Crude Oil Tanker
